customer_care_calls,customer_rating,prior_purchases,discount_offered,weight_in_gms,warehouse_block,mode_of_shipment,product_importance,gender,delivery_status,weight_category
5,5,3,31,2033,F,ship,low,female,on_time,Low
4,3,6,2,1727,F,road,medium,male,on_time,Low
5,5,3,37,1993,F,ship,medium,female,on_time,Low
3,2,4,10,4410,F,ship,medium,female,late,High
3,3,6,2,4984,F,ship,medium,male,late,High
5,3,2,2,5953,B,ship,low,female,on_time,High
5,2,5,5,1864,D,ship,medium,female,late,Low
4,1,2,10,5066,B,ship,low,female,late,High
6,1,4,10,1623,A,ship,low,male,on_time,Low
4,4,3,59,1165,C,road,high,female,on_time,Low
4,4,3,7,4480,C,ship,medium,female,on_time,High
4,2,3,9,4941,C,road,low,female,late,High
4,4,3,14,1716,F,ship,low,female,on_time,Low
4,2,3,1,5128,B,flight,medium,female,late,High
4,1,3,5,5632,B,ship,low,female,late,High
4,5,3,38,2651,A,ship,low,female,on_time,Low
3,4,2,3,4154,B,ship,medium,female,on_time,High
4,3,3,12,3922,F,ship,high,male,on_time,High
5,5,5,9,5385,B,ship,medium,male,late,High
3,3,3,5,5638,A,ship,low,male,late,High
3,1,2,10,5460,F,ship,medium,male,late,High
4,2,2,26,2431,F,ship,low,female,on_time,Low
3,5,2,9,4623,C,ship,medium,male,late,High
4,2,3,1,4933,A,ship,medium,female,on_time,High
4,3,2,9,5940,C,ship,low,male,late,High
4,4,2,7,4042,F,ship,low,male,on_time,High
3,1,7,3,4477,C,flight,low,female,late,High
5,4,4,48,1920,C,ship,medium,male,on_time,Low
4,4,3,8,4893,C,ship,low,female,late,High
5,2,4,39,1204,A,road,medium,male,on_time,Low
2,1,4,4,4780,B,flight,medium,female,late,High
5,2,4,7,4787,F,ship,low,female,on_time,High
4,1,4,22,2066,A,ship,low,male,on_time,Low
5,1,5,4,1622,C,flight,medium,male,late,Low
2,3,4,5,5989,F,road,low,female,on_time,High
3,5,3,9,4969,A,flight,medium,female,late,High
4,4,5,7,5590,B,road,low,female,late,High
4,1,6,7,1884,D,road,low,female,on_time,Low
5,1,2,6,4984,D,flight,high,male,on_time,High
2,4,5,9,1740,A,road,low,male,on_time,Low
4,1,2,60,2671,B,ship,medium,female,on_time,Low
4,4,2,59,1941,F,ship,medium,male,on_time,Low
4,4,10,1,4602,B,ship,low,female,late,High
3,2,5,6,1887,D,ship,medium,female,late,Low
4,5,4,1,4885,D,ship,low,female,late,High
3,3,3,51,3935,D,ship,low,female,on_time,High
5,3,6,10,1027,B,road,low,male,late,Low
3,3,2,5,5058,C,ship,low,male,late,High
4,4,2,2,4800,A,road,low,male,late,High
3,2,2,9,4466,B,ship,medium,male,late,High
4,2,3,61,1875,B,flight,medium,male,on_time,Low
4,5,2,1,4395,C,ship,low,male,on_time,High
3,3,2,46,3594,F,road,medium,male,on_time,Low
5,2,2,2,5448,D,ship,medium,female,late,High
4,4,3,8,5394,A,road,low,female,late,High
4,5,2,9,5425,F,ship,medium,female,on_time,High
4,1,4,1,4684,F,ship,medium,female,late,High
5,4,3,40,3484,D,ship,medium,male,on_time,Low
5,5,3,9,5807,F,ship,low,female,on_time,High
5,5,5,61,1091,B,ship,medium,female,on_time,Low
3,5,2,2,4440,A,ship,medium,male,late,High
4,3,3,1,5408,A,ship,medium,female,on_time,High
4,2,3,11,1926,A,ship,low,female,on_time,Low
4,2,3,3,5121,F,ship,medium,male,late,High
3,2,3,1,5362,D,ship,medium,male,late,High
3,3,10,2,5626,F,ship,medium,male,on_time,High
4,4,2,9,5672,D,ship,low,female,on_time,High
5,3,4,1,5743,B,ship,low,male,late,High
5,5,2,2,5908,B,ship,medium,male,late,High
4,3,2,3,1376,F,ship,low,female,late,Low
4,5,2,10,5865,A,ship,medium,male,on_time,High
2,2,4,6,5585,F,road,low,male,late,High
6,5,4,2,1980,F,ship,medium,female,late,Low
2,2,2,49,1447,A,ship,medium,female,on_time,Low
3,5,3,5,4183,C,road,high,male,on_time,High
3,3,2,9,4860,F,ship,medium,male,late,High
4,3,4,36,1171,D,flight,low,male,on_time,Low
4,4,6,2,1279,C,ship,low,male,late,Low
4,5,5,6,1754,D,ship,low,female,late,Low
4,1,3,4,3686,F,ship,medium,female,on_time,High
3,1,2,9,5853,B,road,medium,female,on_time,High
3,3,3,6,5261,C,road,low,female,late,High
2,3,3,3,4478,C,ship,medium,male,late,High
6,1,10,7,4287,F,flight,medium,male,late,High
4,1,2,8,3638,F,ship,low,male,on_time,High
4,4,4,5,5162,A,ship,low,male,late,High
6,1,4,2,1018,F,flight,low,female,late,Low
4,1,3,5,4173,A,ship,medium,female,late,High
3,3,5,25,3992,B,ship,low,male,on_time,High
4,1,4,6,5197,B,ship,medium,male,on_time,High
5,2,3,6,4302,F,ship,medium,female,late,High
5,1,6,2,1258,F,ship,low,male,on_time,Low
4,3,2,1,5398,B,road,low,male,late,High
4,5,3,9,5208,A,flight,medium,female,late,High
4,2,3,45,2486,B,ship,medium,male,on_time,Low
5,2,3,9,4298,F,road,low,male,on_time,High
5,4,3,4,5332,C,ship,medium,female,late,High
2,3,3,4,4862,D,ship,low,female,late,High
5,2,3,4,4271,F,ship,high,male,late,High
4,1,2,3,5672,F,road,low,male,late,High
4,3,4,23,2960,C,ship,medium,male,on_time,Low
3,3,7,4,5075,D,ship,high,female,on_time,High
5,2,2,1,4607,B,ship,medium,male,late,High
3,4,3,7,5429,C,ship,medium,female,late,High
6,2,5,5,1051,C,road,low,female,on_time,Low
4,2,3,59,1588,B,ship,medium,male,on_time,Low
4,3,3,13,1985,B,ship,medium,male,on_time,Low
5,2,3,2,4198,B,ship,low,male,late,High
5,1,6,1,1021,A,ship,low,male,late,Low
3,5,3,47,3523,C,ship,low,female,on_time,Low
4,5,5,1,1187,A,ship,low,female,on_time,Low
3,3,3,6,4260,A,ship,high,female,on_time,High
5,1,6,7,4344,C,road,low,female,late,High
3,4,3,6,3788,C,ship,low,male,on_time,High
5,3,6,9,5640,D,ship,medium,female,late,High
4,3,4,9,5116,D,ship,medium,male,on_time,High
7,3,4,4,1373,A,ship,medium,female,late,Low
3,4,4,3,1148,F,ship,medium,female,late,Low
5,3,3,2,5273,F,road,high,male,late,High
4,5,3,4,1363,A,ship,low,female,on_time,Low
4,3,3,7,4556,C,ship,low,female,late,High
3,2,2,3,4405,B,ship,medium,female,late,High
5,1,3,3,4908,C,road,high,male,late,High
3,1,3,4,4666,A,road,low,female,late,High
6,3,4,9,1212,F,ship,low,female,on_time,Low
5,2,2,2,4636,F,ship,medium,male,on_time,High
5,5,3,5,4942,F,ship,medium,male,on_time,High
3,1,3,64,2794,D,ship,low,female,on_time,Low
3,2,3,8,5869,A,ship,medium,male,late,High
4,2,3,7,5616,F,flight,low,female,late,High
6,4,4,5,1972,F,ship,low,female,on_time,Low
2,1,2,5,5250,A,road,low,male,late,High
6,2,5,1,4597,B,road,low,female,on_time,High
3,3,4,33,1989,F,flight,low,female,on_time,Low
4,3,2,9,1523,A,ship,medium,female,on_time,Low
2,4,2,5,5706,B,ship,low,female,late,High
6,5,3,35,2374,A,ship,medium,female,on_time,Low
5,4,6,9,1003,F,ship,low,female,late,Low
5,4,3,10,4611,F,ship,low,female,late,High
3,3,2,1,5661,B,ship,low,male,late,High
5,2,5,8,4820,F,ship,high,female,late,High
5,5,5,8,1718,B,flight,low,male,late,Low
4,2,2,31,2229,C,ship,low,female,on_time,Low
3,4,4,16,2693,F,ship,medium,female,on_time,Low
4,5,5,55,1936,B,flight,medium,female,on_time,Low
5,2,5,8,1317,A,road,low,male,late,Low
3,2,2,20,3419,F,ship,low,male,on_time,Low
3,5,5,61,3688,F,ship,medium,female,on_time,High
4,3,4,1,5669,D,road,high,female,on_time,High
2,4,2,19,1900,B,road,low,female,on_time,Low
6,1,5,65,1601,F,ship,high,female,on_time,Low
4,4,8,6,4390,F,ship,medium,male,on_time,High
6,5,5,10,4140,C,ship,low,male,late,High
4,2,5,6,4618,D,ship,medium,male,late,High
4,2,3,5,4488,D,flight,low,male,on_time,High
4,4,2,7,4151,F,ship,low,male,late,High
3,3,3,10,5147,C,road,low,male,late,High
3,5,2,10,5895,B,ship,medium,female,late,High
5,5,2,3,4669,C,ship,medium,male,late,High
4,2,8,6,5128,F,flight,medium,female,late,High
6,1,4,5,4592,F,flight,low,female,on_time,High
5,4,5,42,1587,A,flight,medium,female,on_time,Low
4,4,2,5,4380,B,ship,low,male,on_time,High
4,3,4,4,4868,B,ship,high,male,on_time,High
3,3,2,62,1765,F,flight,low,female,on_time,Low
5,1,5,2,4845,F,ship,medium,male,late,High
4,5,2,4,5341,D,ship,low,male,late,High
4,3,3,5,5540,F,ship,low,female,late,High
3,4,3,10,4806,F,flight,low,female,on_time,High
6,3,10,13,2219,B,ship,medium,female,on_time,Low
3,4,10,7,4699,F,road,high,female,late,High
4,2,3,34,1619,A,ship,low,male,on_time,Low
6,1,6,9,5466,F,ship,low,female,on_time,High
5,2,5,5,1751,D,flight,low,male,late,Low
4,5,2,4,5923,B,ship,medium,male,on_time,High
3,4,2,1,5460,A,ship,medium,female,late,High
3,4,3,2,4990,D,flight,low,female,on_time,High
5,5,4,2,4188,B,flight,low,female,late,High
4,1,3,59,1454,F,ship,low,male,on_time,Low
4,4,3,9,2952,F,road,medium,male,on_time,Low
5,5,2,34,2708,D,ship,high,male,on_time,Low
3,4,2,2,5973,F,flight,medium,male,late,High
4,5,3,5,5126,B,ship,medium,male,late,High
3,5,3,1,4314,F,ship,medium,female,on_time,High
3,1,2,7,5022,C,ship,medium,male,late,High
4,4,4,1,4219,C,ship,low,male,late,High
4,5,6,5,4364,B,ship,low,male,on_time,High
4,3,2,1,4762,C,ship,low,male,late,High
3,5,3,6,4565,C,ship,high,male,late,High
5,2,3,8,4797,C,ship,low,male,on_time,High
4,5,4,16,2871,B,ship,low,male,on_time,Low
6,4,6,8,5037,D,ship,low,female,late,High
5,3,2,4,5257,D,road,medium,male,late,High
5,4,3,7,5340,F,ship,low,male,late,High
4,1,2,5,4133,A,ship,low,male,late,High
3,5,3,17,3033,F,ship,low,male,on_time,Low
5,5,3,5,5914,F,ship,low,male,on_time,High
6,1,5,26,3137,D,ship,medium,male,on_time,Low
6,4,4,8,1690,C,ship,low,female,on_time,Low
4,4,2,8,5754,A,ship,low,female,on_time,High
5,3,3,8,4811,A,road,low,female,late,High
7,2,3,43,1793,C,ship,low,female,on_time,Low
3,4,8,1,4977,C,ship,medium,male,on_time,High
5,2,6,10,1659,B,ship,medium,male,on_time,Low
4,4,3,2,4150,A,ship,medium,female,late,High
4,5,3,3,5422,C,ship,low,female,on_time,High
6,4,4,4,1831,F,ship,low,male,on_time,Low
4,5,4,48,2767,F,road,low,male,on_time,Low
6,5,4,8,1038,B,ship,low,female,late,Low
5,1,5,7,1092,F,flight,low,female,late,Low
4,5,6,6,5380,B,ship,medium,female,late,High
4,5,2,10,5098,F,ship,medium,female,on_time,High
5,2,3,44,3706,A,ship,low,female,on_time,High
5,2,3,5,5607,B,flight,low,male,on_time,High
5,4,5,4,1518,A,ship,medium,female,late,Low
5,1,6,1,4843,F,ship,medium,male,on_time,High
4,5,2,4,5831,A,ship,low,female,late,High
7,3,4,8,1860,A,ship,medium,male,on_time,Low
4,5,3,2,5310,F,road,low,female,on_time,High
3,4,3,8,4575,F,ship,low,male,on_time,High
3,5,2,56,2596,D,ship,low,female,on_time,Low
3,3,3,9,5665,D,flight,medium,female,on_time,High
2,5,4,4,5255,A,ship,medium,male,on_time,High
6,5,3,8,5946,F,ship,low,female,late,High
4,2,3,1,5400,A,flight,medium,male,late,High
6,3,4,3,1903,A,ship,medium,male,late,Low
5,1,3,7,4381,F,ship,low,male,on_time,High
4,2,5,9,1167,A,ship,medium,male,late,Low
3,1,2,8,5719,A,ship,low,male,on_time,High
5,3,2,11,3036,F,ship,low,male,on_time,Low
3,3,3,4,4628,C,ship,low,male,on_time,High
5,4,6,2,1765,F,ship,low,female,late,Low
3,5,2,17,1364,C,road,low,female,on_time,Low
5,3,3,2,4124,F,ship,low,male,on_time,High
3,3,2,4,3553,D,road,low,male,on_time,Low
4,5,3,38,3139,C,ship,medium,female,on_time,Low
4,1,4,10,4175,D,ship,low,female,late,High
3,2,3,63,2085,C,flight,medium,male,on_time,Low
5,3,2,9,5735,B,ship,medium,female,late,High
4,4,3,6,1930,F,road,medium,female,on_time,Low
4,4,3,63,1387,C,ship,medium,male,on_time,Low
5,5,4,9,5081,C,ship,medium,male,on_time,High
5,1,10,64,2529,F,ship,low,male,on_time,Low
2,4,5,3,4423,C,flight,high,male,late,High
4,1,6,9,5248,F,ship,medium,male,on_time,High
4,5,5,2,1804,B,ship,low,female,on_time,Low
2,5,3,34,1652,F,ship,low,male,on_time,Low
3,5,2,2,5251,B,flight,low,male,on_time,High
3,5,3,2,4619,B,road,low,female,late,High
4,1,2,4,5116,D,flight,high,male,late,High
7,4,5,5,1149,C,ship,low,male,late,Low
5,1,5,10,1418,F,road,low,male,late,Low
4,2,3,5,4897,B,road,high,female,on_time,High
6,5,4,8,5346,F,ship,medium,male,on_time,High
3,3,3,1,5632,C,flight,high,male,on_time,High
4,5,10,7,4403,B,ship,low,male,late,High
3,1,2,43,2237,C,ship,low,male,on_time,Low
4,1,3,32,1666,B,ship,medium,male,on_time,Low
4,5,3,8,4605,B,ship,medium,male,late,High
4,5,3,4,5610,A,ship,low,female,late,High
5,1,3,8,4531,F,ship,medium,female,late,High
4,5,2,3,4379,B,ship,low,male,on_time,High
3,1,2,8,4940,B,ship,low,female,late,High
4,5,3,5,4610,A,ship,low,male,late,High
3,3,3,8,4420,B,road,low,female,late,High
4,4,2,7,1188,A,ship,medium,female,on_time,Low
4,5,3,50,1511,F,ship,medium,male,on_time,Low
5,1,3,31,3157,F,ship,low,female,on_time,Low
5,5,2,3,4005,F,flight,low,male,on_time,High
3,4,2,2,4998,C,ship,high,female,late,High
4,4,3,44,2070,B,ship,low,male,on_time,Low
3,1,3,61,3280,F,ship,low,male,on_time,Low
5,3,3,7,5830,F,ship,medium,female,on_time,High
3,4,3,8,5525,F,ship,low,female,late,High
3,2,6,62,1162,A,ship,medium,female,on_time,Low
3,5,4,9,5550,B,road,medium,male,on_time,High
3,3,2,3,4193,F,ship,medium,male,on_time,High
3,4,3,4,4519,C,flight,medium,male,on_time,High
4,4,3,2,5665,C,ship,high,male,late,High
4,5,5,5,1373,B,ship,low,male,on_time,Low
4,1,6,2,5406,B,ship,medium,female,late,High
5,3,5,2,1776,F,ship,low,male,on_time,Low
3,2,3,2,5910,D,road,medium,male,on_time,High
4,3,3,6,5395,F,ship,medium,female,late,High
3,1,3,1,4886,F,ship,low,male,late,High
5,5,2,48,1834,A,ship,medium,male,on_time,Low
5,3,4,10,5382,D,ship,medium,male,on_time,High
4,3,2,31,1588,F,ship,medium,male,on_time,Low
3,2,3,9,4234,D,flight,low,male,late,High
5,5,5,38,1437,F,road,low,male,on_time,Low
6,2,2,2,1744,A,ship,low,female,on_time,Low
3,1,4,4,5106,D,ship,medium,male,late,High
2,1,3,1,5500,D,ship,high,female,on_time,High
5,4,6,3,1098,C,ship,low,male,late,Low
4,5,2,1,4532,C,ship,low,male,late,High
4,4,2,34,1512,B,ship,low,male,on_time,Low
3,2,4,4,4745,F,ship,low,male,late,High
7,2,4,10,1372,D,ship,medium,female,late,Low
7,5,4,3,1597,A,flight,low,male,on_time,Low
5,2,5,8,1678,C,ship,low,male,late,Low
3,1,3,10,4208,D,ship,high,female,late,High
4,5,5,7,1001,B,ship,low,female,on_time,Low
5,2,4,4,4371,D,road,high,male,late,High
3,4,2,5,5919,C,ship,low,male,late,High
6,1,4,8,2952,B,ship,medium,male,on_time,Low
3,4,3,8,5337,F,ship,medium,female,on_time,High
4,4,2,29,2941,D,ship,low,male,on_time,Low
5,3,5,8,1862,A,ship,medium,female,late,Low
4,1,2,6,5314,F,ship,medium,male,late,High
4,1,3,8,4890,F,ship,medium,female,on_time,High
4,4,3,5,5654,F,ship,high,female,late,High
3,5,3,6,2069,D,ship,high,male,on_time,Low
4,3,2,37,1597,F,road,medium,female,on_time,Low
3,2,6,26,2683,F,ship,low,female,on_time,Low
5,4,5,8,1803,C,road,low,female,late,Low
5,5,6,1,1222,F,ship,low,female,late,Low
4,5,2,7,4414,F,ship,low,male,late,High
3,4,3,30,3748,F,ship,medium,male,on_time,High
3,2,3,54,1932,C,ship,medium,female,on_time,Low
5,2,2,1,5724,A,ship,medium,male,late,High
5,4,3,20,3632,C,ship,low,female,on_time,Low
3,5,2,23,2426,A,ship,high,male,on_time,Low
3,4,2,7,4883,B,ship,medium,male,on_time,High
3,1,2,43,2585,F,ship,high,female,on_time,Low
3,2,2,22,1247,B,road,medium,female,on_time,Low
3,4,2,32,1085,B,ship,medium,male,on_time,Low
4,5,3,25,1222,F,ship,medium,male,on_time,Low
6,3,4,10,1140,D,ship,low,female,late,Low
4,5,4,21,2026,B,road,medium,male,on_time,Low
2,3,3,46,1694,A,road,low,female,on_time,Low
5,3,6,3,4025,F,ship,low,female,on_time,High
5,2,5,7,1032,D,ship,low,female,late,Low
4,1,3,4,5253,F,ship,low,male,on_time,High
5,4,2,2,5276,A,ship,medium,female,late,High
3,4,2,9,5940,C,ship,low,male,late,High
3,5,3,7,5100,A,ship,low,male,late,High
4,5,3,2,1048,F,road,low,male,on_time,Low
4,3,10,3,5881,D,road,medium,female,on_time,High
6,3,4,2,1817,C,ship,low,female,late,Low
4,5,3,33,2129,C,ship,medium,male,on_time,Low
5,3,5,4,1665,F,ship,low,female,on_time,Low
5,1,5,7,1871,F,ship,low,female,on_time,Low
4,2,2,4,5926,D,ship,medium,female,on_time,High
3,2,6,1,5035,B,road,high,female,on_time,High
5,5,3,18,2495,D,ship,high,male,on_time,Low
5,3,2,2,4219,B,ship,high,female,late,High
2,2,5,7,5203,F,ship,low,female,late,High
3,2,3,52,2149,B,flight,medium,female,on_time,Low
5,1,6,2,5082,B,flight,medium,female,late,High
5,1,5,5,1861,B,ship,medium,female,late,Low
4,2,2,10,5783,F,road,low,female,late,High
3,5,3,5,4058,D,ship,medium,male,on_time,High
3,5,3,9,4741,D,ship,medium,female,on_time,High
4,2,3,3,4527,F,ship,low,male,late,High
3,1,2,7,5557,A,ship,low,male,late,High
4,3,4,10,4740,D,ship,medium,female,late,High
3,5,2,26,2029,A,ship,low,female,on_time,Low
4,1,3,63,1215,F,flight,low,male,on_time,Low
3,2,2,9,5203,C,ship,low,male,late,High
3,2,3,13,3775,B,ship,medium,male,on_time,High
5,4,3,7,4741,F,ship,low,male,on_time,High
4,1,2,19,2878,F,flight,medium,male,on_time,Low
4,2,4,20,1705,F,road,low,female,on_time,Low
2,3,3,2,3351,C,flight,low,female,on_time,Low
4,2,5,8,2000,A,ship,medium,female,late,Low
3,4,10,10,4134,F,flight,medium,female,late,High
5,5,2,7,4409,C,ship,low,female,on_time,High
3,5,2,5,5042,B,flight,low,male,on_time,High
4,2,3,3,5020,D,ship,low,male,late,High
3,2,2,6,5344,C,ship,low,female,late,High
4,2,2,2,4026,F,flight,low,male,on_time,High
3,5,4,1,5534,C,ship,low,male,late,High
3,5,3,61,2203,C,road,low,female,on_time,Low
4,4,2,6,5984,D,ship,low,male,late,High
4,3,5,7,1789,F,ship,low,female,on_time,Low
3,1,2,3,5159,F,road,low,male,on_time,High
5,3,2,10,5371,C,ship,low,female,on_time,High
4,3,3,4,4793,F,road,low,male,on_time,High
3,3,3,10,5175,C,road,low,male,late,High
5,3,5,8,1109,A,ship,low,female,late,Low
2,4,5,9,5812,B,flight,medium,male,late,High
4,2,2,2,5301,B,ship,low,female,late,High
4,1,3,28,2211,C,road,low,female,on_time,Low
4,2,2,2,4332,A,ship,low,female,late,High
4,4,3,49,1141,F,road,low,male,on_time,Low
4,5,2,2,5368,C,ship,medium,male,late,High
4,4,2,6,4703,A,ship,low,male,late,High
6,1,4,6,1703,C,flight,low,female,on_time,Low
5,1,2,1,5913,F,flight,medium,male,on_time,High
3,1,2,18,2319,F,ship,low,male,on_time,Low
4,4,2,41,1634,F,ship,low,female,on_time,Low
5,3,3,21,1187,F,ship,medium,male,on_time,Low
4,3,3,4,5272,F,ship,high,female,on_time,High
6,3,4,9,1876,F,flight,low,female,late,Low
4,5,3,59,1092,F,ship,low,male,on_time,Low
4,2,3,1,5113,A,flight,medium,male,late,High
6,5,6,10,1081,A,ship,medium,female,on_time,Low
7,1,4,1,1796,A,ship,medium,female,late,Low
5,4,2,7,5491,F,ship,medium,female,on_time,High
4,4,3,3,5545,F,ship,medium,male,late,High
5,2,5,4,4600,A,flight,low,female,on_time,High
5,3,4,9,4754,B,ship,low,female,late,High
4,5,8,59,2948,F,flight,medium,female,on_time,Low
4,2,4,36,2583,B,road,medium,female,on_time,Low
3,3,3,7,5464,D,flight,medium,female,late,High
4,2,2,43,1714,F,flight,low,female,on_time,Low
4,3,3,2,4383,C,flight,high,female,late,High
3,3,4,9,5468,F,ship,low,female,on_time,High
4,3,3,1,5282,D,ship,low,male,late,High
6,5,7,6,5529,F,ship,medium,male,on_time,High
4,3,3,5,4384,D,ship,low,male,late,High
3,4,2,2,5664,A,flight,low,female,late,High
3,1,8,8,5401,C,ship,medium,female,late,High
3,2,3,4,5617,A,ship,low,female,late,High
4,3,3,46,1299,B,road,medium,male,on_time,Low
4,4,5,1,1927,F,ship,high,male,on_time,Low
5,2,2,24,3679,D,road,low,male,on_time,High
4,3,4,28,2422,F,ship,low,male,on_time,Low
5,4,4,1,4147,C,ship,medium,female,late,High
3,1,2,9,4580,F,ship,low,male,late,High
5,2,6,10,3164,D,road,medium,male,on_time,Low
5,3,5,10,1886,B,ship,medium,female,late,Low
6,3,4,3,4496,A,ship,medium,female,on_time,High
4,1,5,3,1496,B,road,low,male,on_time,Low
6,4,4,3,1826,F,road,low,male,on_time,Low
5,1,4,63,3506,A,ship,low,male,on_time,Low
5,5,4,2,5235,D,ship,low,male,late,High
4,2,3,7,5342,A,ship,low,male,late,High
4,4,4,52,1096,B,ship,high,female,on_time,Low
5,4,6,7,4486,F,flight,medium,female,late,High
4,3,3,1,4453,F,ship,low,male,late,High
4,1,2,2,4529,A,ship,medium,female,late,High
4,2,2,11,1596,A,ship,high,male,on_time,Low
5,1,3,7,4855,D,ship,medium,female,on_time,High
3,3,10,10,4128,D,ship,low,male,late,High
3,1,4,18,1072,B,ship,low,male,on_time,Low
4,2,3,2,4835,D,road,medium,female,on_time,High
4,1,2,2,5022,F,ship,low,male,late,High
6,4,4,9,1629,C,ship,medium,male,late,Low
3,1,3,4,5900,A,ship,medium,male,on_time,High
3,2,3,5,5686,B,road,low,female,late,High
5,5,5,6,1911,A,ship,low,female,late,Low
2,5,3,37,1079,F,ship,medium,female,on_time,Low
5,2,4,9,4307,A,ship,high,female,late,High
3,5,4,51,1134,D,road,low,male,on_time,Low
4,1,4,9,5360,B,ship,medium,male,late,High
5,2,4,4,4066,B,road,low,female,late,High
3,4,2,10,4794,F,ship,low,male,late,High
6,2,7,1,5501,A,ship,high,male,late,High
4,4,3,7,5297,D,ship,medium,female,on_time,High
4,4,6,9,5279,D,flight,low,female,on_time,High
6,4,4,2,1749,F,ship,low,female,late,Low
5,3,6,10,1729,D,ship,medium,male,on_time,Low
4,4,2,30,1158,F,road,medium,male,on_time,Low
5,3,5,2,1150,F,flight,medium,male,on_time,Low
3,1,3,2,4284,C,ship,medium,male,late,High
4,5,3,2,5461,A,ship,medium,male,on_time,High
3,1,2,8,5602,B,ship,low,male,on_time,High
3,1,3,1,4391,A,road,medium,male,late,High
6,5,4,5,1558,A,ship,low,male,late,Low
5,1,2,46,2744,B,ship,high,male,on_time,Low
4,3,4,10,5614,C,flight,medium,male,late,High
4,2,5,3,4676,D,road,low,female,on_time,High
4,3,2,10,5524,F,ship,low,male,on_time,High
6,2,4,10,1148,A,road,medium,male,late,Low
4,3,3,8,4447,F,ship,low,male,on_time,High
4,5,2,3,5705,F,ship,medium,female,late,High
4,5,3,9,5794,A,ship,low,female,on_time,High
4,3,3,4,4410,B,road,medium,female,late,High
3,3,3,6,5269,B,ship,medium,female,on_time,High
4,3,3,8,4991,C,ship,medium,male,late,High
4,4,10,2,4190,C,ship,medium,female,late,High
3,5,3,20,1772,A,ship,low,male,on_time,Low
6,5,4,7,1078,F,flight,low,female,late,Low
3,1,2,3,5818,C,road,medium,male,late,High
4,4,4,10,5483,F,road,low,female,on_time,High
3,4,3,8,5267,F,ship,low,female,on_time,High
4,2,3,5,5226,A,ship,low,female,late,High
5,1,4,2,5821,F,ship,high,male,on_time,High
3,3,2,10,5495,D,road,low,male,late,High
5,5,7,6,5755,F,ship,high,male,late,High
3,4,2,37,1740,F,ship,medium,male,on_time,Low
2,3,7,7,4009,B,road,high,male,on_time,High
3,1,2,50,2720,D,flight,low,female,on_time,Low
5,4,2,4,4259,B,flight,high,female,late,High
5,1,2,10,5973,F,ship,medium,female,on_time,High
4,1,8,6,4872,F,ship,medium,female,late,High
6,3,4,3,1022,B,flight,medium,female,late,Low
6,4,5,10,5602,F,flight,medium,male,late,High
4,3,2,10,4885,F,ship,high,female,on_time,High
5,1,2,4,5578,D,ship,medium,female,on_time,High
4,2,2,2,5604,F,flight,low,male,on_time,High
4,1,3,4,5910,F,ship,low,male,late,High
4,2,2,7,4855,F,road,medium,female,on_time,High
4,3,2,7,5808,F,ship,low,male,on_time,High
5,1,2,10,4892,C,flight,low,male,on_time,High
3,3,4,5,4782,D,ship,low,male,late,High
4,5,3,10,1183,F,road,low,male,on_time,Low
4,5,2,10,4437,A,ship,medium,female,late,High
7,3,4,1,1215,A,ship,low,male,on_time,Low
4,1,6,41,2047,F,road,low,male,on_time,Low
5,5,5,8,1132,C,ship,medium,male,late,Low
3,1,4,4,5936,F,ship,medium,female,on_time,High
2,3,2,1,5892,B,road,medium,female,on_time,High
5,5,2,12,2522,C,ship,high,male,on_time,Low
6,4,4,10,1366,A,ship,medium,male,late,Low
5,2,3,8,5804,F,flight,low,male,on_time,High
4,2,8,9,5146,C,ship,medium,female,late,High
2,5,3,44,1192,A,ship,low,male,on_time,Low
4,1,3,4,4249,A,ship,low,female,late,High
3,2,3,22,3030,F,ship,low,male,on_time,Low
5,2,2,6,5464,A,ship,low,male,on_time,High
5,3,6,9,1656,D,road,low,male,late,Low
3,1,4,1,1628,B,ship,low,male,late,Low
4,1,4,10,5258,D,ship,low,female,late,High
4,5,5,6,1336,D,ship,low,male,late,Low
4,3,3,18,1036,F,ship,low,male,on_time,Low
2,1,2,7,5875,B,ship,low,male,late,High
6,5,5,8,1443,F,ship,low,male,late,Low
6,5,4,3,1710,A,ship,medium,male,on_time,Low
3,5,3,5,4075,F,ship,medium,male,on_time,High
3,3,3,11,1008,A,ship,medium,male,on_time,Low
3,2,2,9,4881,C,ship,medium,male,late,High
4,2,2,3,4108,F,flight,high,male,on_time,High
4,4,2,7,4343,B,ship,medium,male,late,High
3,1,3,2,4958,A,ship,medium,female,late,High
6,4,4,10,1005,D,road,low,male,late,Low
3,4,3,7,4411,F,ship,low,female,on_time,High
3,5,2,9,5000,B,ship,medium,female,late,High
5,3,5,6,1553,D,ship,low,female,late,Low
2,4,4,48,1463,D,ship,low,male,on_time,Low
3,2,3,4,4208,A,ship,medium,female,late,High
4,3,2,2,5042,F,ship,medium,female,late,High
4,2,5,7,1042,B,ship,medium,male,on_time,Low
5,5,3,14,1554,F,ship,high,male,on_time,Low
3,2,3,49,2881,F,ship,low,male,on_time,Low
6,5,4,6,1140,D,road,medium,female,late,Low
4,2,2,3,4651,A,flight,medium,male,late,High
3,2,4,7,4768,C,ship,medium,male,late,High
3,4,7,9,5829,D,road,medium,female,late,High
5,3,2,7,5219,B,ship,low,female,late,High
